Name,Phone_Number,Email,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Attendance_Drop,Months_Served,Age_at_Joining
Dhriti Rege,04544438167,dhriti.rege@hotmail.com,1,1,0,1,1,6,0,30,206.14409813231973,6.0,0,0.8662174692153612,0.0705522308485679,1,0.7956652383667934,0.0,30.0
Umang Ganesh,08362261919,umang.ganesh@hotmail.com,0,0,0,0,1,1,0,25,154.01048214668958,1.0,5,2.961949296773777,2.8907845344256864,0,0.07116476234809044,0.0,24.6
Rajata Oak,7563597748,rajata.oak@hotmail.com,1,1,1,1,1,12,0,28,281.6881936454972,12.0,1,0.634576287238487,0.5293061697812009,0,0.1052701174572861,0.0,27.9
Ronith Ghose,7067341466,ronith.ghose@yahoo.com,0,1,0,0,1,12,1,25,404.4406413936107,11.0,8,0.5031504696905602,0.4585673964775591,0,0.04458307321300109,1.0,24.3
Gautam Mandal,+911872083037,gautam.mandal@gmail.com,1,1,1,1,1,12,0,34,242.60631069094487,12.0,9,0.4856367570956743,0.5922316558318648,0,-0.10659489873619049,0.0,33.2
Maanav Sachdev,03107291060,maanav.sachdev@hotmail.com,0,1,1,0,1,12,1,27,322.52535973748445,11.0,3,1.3781247742298972,1.4275735489438726,0,-0.04944877471397535,1.0,26.8
Januja Thakkar,+913947645007,januja.thakkar@yahoo.com,0,1,1,1,1,12,0,24,52.680412367552464,12.0,1,1.8327386840382744,1.0268850123014692,1,0.8058536717368052,0.0,23.9
Gautami Palan,8027278801,gautami.palan@gmail.com,1,1,0,0,1,1,0,30,54.02212564226403,1.0,1,1.6924265915198804,0.7884585809527436,1,0.9039680105671368,0.0,29.9
Ekantika Saxena,09062695585,ekantika.saxena@yahoo.com,0,1,1,0,1,12,0,34,256.6131476906929,9.0,4,1.6142134970538895,1.6722717142471004,0,-0.058058217193210915,3.0,33.7
Hemal Sagar,+913428012217,hemal.sagar@gmail.com,1,1,0,0,1,6,1,28,57.888076968277474,6.0,2,2.6002709785965807,2.6346987456600184,0,-0.03442776706343764,0.0,27.8
Yuvraj Bhakta,09019885629,yuvraj.bhakta@hotmail.com,0,0,1,0,1,6,0,29,136.89662887946594,6.0,1,2.041550150198887,2.1786105972966245,0,-0.13706044709773746,0.0,28.9
Sai Yohannan,03661025647,sai.yohannan@gmail.com,1,1,0,0,1,12,0,31,93.45677599140572,6.0,8,2.683689881313718,2.552564157297582,0,0.1311257240161363,6.0,30.3
Bimala Goswami,+913781128734,bimala.goswami@hotmail.com,0,1,1,0,1,1,1,23,192.55979696095767,1.0,1,1.1109253869761788,0.8416671709692155,1,0.2692582160069633,0.0,22.9
Jonathan Ram,No Number Provided,jonathan.ram@gmail.com,0,1,1,1,0,6,1,31,190.7688257580167,6.0,1,0.4411266399399114,0.3443413925490028,0,0.0967852473909086,0.0,30.9
Reyansh Bhardwaj,+910323671152,reyansh.bhardwaj@gmail.com,0,1,0,1,1,1,1,31,219.9582239556895,1.0,1,1.4862996622173292,0.7087392762213696,1,0.7775603859959597,0.0,30.9
Ekaraj Mandal,03153100472,ekaraj.mandal@hotmail.com,0,1,1,1,1,12,1,26,21.18099992408479,8.0,4,1.6083794637060016,1.6526580177955472,0,-0.04427855408954562,4.0,25.7
Lajita Grewal,6719203010,lajita.grewal@hotmail.com,1,1,0,0,1,1,0,29,33.556873621556136,1.0,17,3.842245248843845,3.8099228334665054,0,0.03232241537733982,0.0,27.6
Meghana Dutta,02263456311,meghana.dutta@hotmail.com,0,1,1,0,1,1,0,30,162.529379167893,1.0,6,2.431572680483606,2.3903497652732755,0,0.0412229152103305,0.0,29.5
Eiravati Lala,09881500732,eiravati.lala@hotmail.com,1,1,0,1,1,1,1,29,92.4380433773088,1.0,9,1.7557933838477666,1.5900285213153431,0,0.1657648625324235,0.0,28.2
Rayaan Sawhney,+911121558064,rayaan.sawhney@gmail.com,1,1,0,0,1,1,1,24,54.87599574401395,1.0,1,2.280225176646567,1.0669960559926168,1,1.21322912065395,0.0,23.9
Dayita Kohli,8375232340,dayita.kohli@gmail.com,0,1,1,1,1,6,1,28,106.11982361962556,6.0,7,3.2455940779059884,3.426624587962169,0,-0.18103051005618065,0.0,27.4
Ronith Dash,00835049140,ronith.dash@yahoo.com,1,1,0,0,1,1,1,24,212.0934486227341,1.0,0,2.0957687452989933,1.4823200238809664,1,0.6134487214180269,0.0,24.0
Eshana Halder,8893674979,eshana.halder@hotmail.com,1,0,0,0,1,6,0,32,78.88002763960036,6.0,3,0.4701699940439074,0.3775697076336383,0,0.09260028641026913,0.0,31.8
Ikshita Bahl,5857847070,ikshita.bahl@gmail.com,0,0,0,0,1,12,0,29,260.339080560042,12.0,7,0.9683855176743852,0.9334810357139508,0,0.034904481960434386,0.0,28.4
Sanaya Grewal,2965060582,sanaya.grewal@gmail.com,0,1,0,0,1,1,1,27,229.32191229233285,1.0,4,1.7635021331089384,1.848362815236952,0,-0.08486068212801356,0.0,26.7
Vasudha Banerjee,+914445134440,vasudha.banerjee@gmail.com,1,1,0,0,1,1,0,30,101.63924616570227,1.0,6,0.4886646772097312,0.3915967642687319,0,0.09706791294099931,0.0,29.5
Samesh Rattan,09421710437,samesh.rattan@gmail.com,0,0,0,0,1,1,1,33,245.0617577538123,1.0,8,1.6914216907847293,1.579533775197116,0,0.11188791558761335,0.0,32.3
Prisha Cherian,0551892224,prisha.cherian@yahoo.com,0,1,1,0,1,12,1,28,288.9494449819,11.0,3,2.8480709224659098,2.806415628177291,0,0.041655294288618805,1.0,27.8
Owen Choudhry,05027615490,owen.choudhry@hotmail.com,1,1,0,1,1,1,0,27,264.5228471026611,1.0,0,1.0298193660974189,1.1096359561813265,0,-0.07981659008390762,0.0,27.0
Sara Kala,+912307034136,sara.kala@gmail.com,0,1,0,0,1,1,0,27,93.00636502945773,1.0,1,1.7778510946045814,2.3472468835139475,1,-0.5693957889093662,0.0,26.9
Amruta Bera,4766477057,amruta.bera@hotmail.com,0,1,1,1,1,12,1,29,257.9390310224524,11.0,5,1.9025820271510323,1.789563381563502,0,0.11301864558753039,1.0,28.6
Bhavika Dalal,02930612468,bhavika.dalal@gmail.com,0,1,0,0,1,1,1,34,30.267737263205856,1.0,3,3.4286611317887874,3.5677764555258222,0,-0.13911532373703484,0.0,33.8
Devika Toor,+913035897436,devika.toor@hotmail.com,1,1,1,0,1,12,1,31,104.65967974355024,10.0,4,0.8900949960456463,0.8709604767005522,0,0.019134519345094136,2.0,30.7
Frado Bajwa,00445447928,frado.bajwa@yahoo.com,0,1,1,0,1,1,0,29,78.29036900582152,1.0,9,2.483801658860884,2.475648165780296,0,0.008153493080588436,0.0,28.2
Harshil Kant,8616645690,harshil.kant@yahoo.com,0,1,1,0,1,6,0,27,179.960363089071,6.0,5,4.1216676934414265,4.181416711335984,0,-0.05974901789455789,0.0,26.6
Aayush Sathe,01952407597,aayush.sathe@yahoo.com,0,1,1,0,1,6,0,30,212.24770454816257,6.0,3,0.6345978194894437,0.6810576763232825,0,-0.0464598568338388,0.0,29.8
Hiral Pandit,+919531728831,hiral.pandit@yahoo.com,1,0,1,0,1,1,0,26,98.61884045254948,1.0,1,1.0385601392418258,0.8037300492436201,0,0.23483008999820565,0.0,25.9
Kavya Grewal,+913642363764,kavya.grewal@hotmail.com,0,1,0,0,1,6,1,28,32.771326855088304,6.0,4,0.589294948321677,0.5868404281503887,0,0.0024545201712882214,0.0,27.7
Vasana Agarwal,8623160698,vasana.agarwal@gmail.com,0,1,0,0,1,6,1,31,189.1620756846305,4.0,5,3.0702358870218736,3.1000856085093904,0,-0.029849721487516856,2.0,30.6
Guneet Chadha,03829217245,guneet.chadha@gmail.com,1,0,0,0,1,1,0,25,6.251301276126683,1.0,2,1.8119550662545905,1.4342946654057864,1,0.37766040084880403,0.0,24.8
Krisha Kakar,6888462771,krisha.kakar@gmail.com,0,1,1,1,1,12,0,31,183.34002886507847,11.0,8,3.59050531834263,3.4736797557891186,0,0.11682556255351129,1.0,30.3
Qasim Arora,00381298320,qasim.arora@yahoo.com,0,1,1,1,1,6,1,29,186.90476733130515,5.0,9,1.3657236227292238,1.3346114582630828,0,0.031112164466140957,1.0,28.2
Warjas Dara,+916189517962,warjas.dara@gmail.com,1,1,1,0,1,12,1,28,21.945122991427468,12.0,3,0.0,0.0209663261354782,0,-0.0209663261354782,0.0,27.8
Dhruv Srivastava,7031744845,dhruv.srivastava@gmail.com,0,1,1,1,1,1,1,30,203.43383424053764,1.0,5,1.2135349570011509,1.3189865379535273,0,-0.10545158095237639,0.0,29.6
Panini Khatri,08373013871,panini.khatri@hotmail.com,1,1,1,1,1,12,0,27,192.1285987314394,10.0,4,1.1834441685194843,1.2257385716346785,0,-0.04229440311519417,2.0,26.7
Omya Nori,9657116856,omya.nori@gmail.com,1,1,0,0,1,6,1,29,397.2733580201801,6.0,5,2.4534162551702794,2.5027792115717737,0,-0.04936295640149435,0.0,28.6
Wridesh Pingle,+914019121957,wridesh.pingle@yahoo.com,1,1,0,0,1,1,1,26,162.15735773418845,1.0,6,0.9919424014168552,1.0136704600187774,0,-0.021728058601922173,0.0,25.5
Raksha Viswanathan,5169688474,raksha.viswanathan@hotmail.com,0,0,0,0,1,1,0,26,115.35988314407842,1.0,1,2.819232469987389,2.3760441119145965,1,0.44318835807279244,0.0,25.9
Nathan Kakar,+912573062798,nathan.kakar@gmail.com,0,0,0,0,1,1,0,31,410.7567326012808,1.0,3,2.401838382166592,2.4734040134288606,0,-0.07156563126226878,0.0,30.8
Dalbir Yadav,No Number Provided,dalbir.yadav@yahoo.com,0,1,1,0,0,6,1,24,88.30096700922064,6.0,2,1.481319646189481,0.8939673602897964,1,0.5873522858996847,0.0,23.8
Tripti Keer,8641131388,tripti.keer@hotmail.com,1,0,1,0,1,1,0,27,16.561641365032358,1.0,0,1.9638946414522347,1.4310734805633492,1,0.5328211608888855,0.0,27.0
Gauri Koshy,3924839616,gauri.koshy@yahoo.com,1,1,0,0,1,1,1,26,225.08350121778489,1.0,11,1.3414317854416486,1.3109748096806588,0,0.030456975760989824,0.0,25.1
Fiyaz Kibe,01942021509,fiyaz.kibe@yahoo.com,1,1,1,1,1,12,1,30,89.49282081156687,12.0,3,1.47375508079172,1.3761069793958474,0,0.09764810139587254,0.0,29.8
Nitesh Johal,4811672868,nitesh.johal@hotmail.com,1,0,1,0,1,6,1,30,256.9592267483916,6.0,18,0.2203540891339952,0.3146932624717869,0,-0.09433917333779171,0.0,28.5
Ekansh Gopal,No Number Provided,ekansh.gopal@yahoo.com,1,1,0,0,0,12,0,27,241.3737921378424,10.0,2,2.593013189595311,2.7732476829798616,0,-0.18023449338455055,2.0,26.8
Karan Tara,No Number Provided,karan.tara@yahoo.com,0,1,1,0,0,12,1,24,34.17904856266324,7.0,2,3.0281652266324617,3.0906783003707523,0,-0.06251307373829063,5.0,23.8
Pranav Parsa,8626615902,pranav.parsa@yahoo.com,0,1,0,0,1,1,0,31,66.32918998205136,1.0,1,1.064835069616445,0.7527307808037589,1,0.31210428881268615,0.0,30.9
Sanaya Issac,04818550131,sanaya.issac@gmail.com,0,1,0,0,1,1,0,26,306.9169295685318,1.0,1,0.6719133656188104,1.14086844776422,1,-0.4689550821454095,0.0,25.9
Ubika Ahluwalia,7791129432,ubika.ahluwalia@gmail.com,0,0,0,0,1,1,0,30,200.0683747561077,1.0,1,1.3778923724486294,1.5097091510030596,0,-0.1318167785544302,0.0,29.9
Veda Rau,08838596418,veda.rau@gmail.com,1,1,1,1,1,1,0,30,232.30950348664672,1.0,3,0.938671800933004,0.8889955061600215,0,0.04967629477298241,0.0,29.8
Ansh Krishnamurthy,No Number Provided,ansh.krishnamurthy@hotmail.com,0,1,0,1,0,1,1,34,9.246232215860276,1.0,4,2.645274876106268,2.48241093971496,0,0.16286393639130825,0.0,33.7
Lohit Mannan,+915630784523,lohit.mannan@hotmail.com,0,1,1,0,1,12,0,32,83.1793770663648,12.0,6,3.344104196150365,3.4062887814422567,0,-0.062184585291891636,0.0,31.5
Azaan Sangha,3099603991,azaan.sangha@hotmail.com,0,1,0,0,1,1,0,31,28.2538107499226,1.0,0,2.7354462828568,2.3326125564676423,1,0.4028337263891575,0.0,31.0
Aayush D’Alia,06570507210,aayush.d’alia@yahoo.com,0,0,0,0,1,1,0,29,15.406299803233972,1.0,4,0.6472848075144098,0.7682451147261415,0,-0.12096030721173179,0.0,28.7
Lakshmi Purohit,+916372837795,lakshmi.purohit@gmail.com,1,1,0,0,1,1,1,31,169.87085443385564,1.0,2,1.2146570490602786,0.9110895377051718,1,0.30356751135510684,0.0,30.8
Vedhika Gera,03593118127,vedhika.gera@hotmail.com,1,1,0,0,1,1,0,27,248.49585824104844,1.0,1,1.9116227182299528,1.6706967838975395,1,0.24092593433241327,0.0,26.9
Nicholas Sengupta,03005995190,nicholas.sengupta@hotmail.com,0,1,1,0,1,12,1,28,134.52334104202828,9.0,6,2.4610513311491067,2.5036422571760686,0,-0.042590926026961906,3.0,27.5
Balveer Murty,No Number Provided,balveer.murty@gmail.com,0,1,0,1,0,1,1,29,215.42328686736528,1.0,6,1.4706850386024573,1.3892922057372306,0,0.0813928328652267,0.0,28.5
Saanvi Sha,No Number Provided,saanvi.sha@gmail.com,1,1,0,0,0,1,1,31,271.6880871724237,1.0,1,0.7465827227083921,0.6429231841389637,0,0.10365953856942844,0.0,30.9
Caleb Lal,7531039225,caleb.lal@gmail.com,0,1,1,1,1,12,0,30,157.80751635933711,11.0,11,1.8470226167508363,1.8717772266031805,0,-0.024754609852344123,1.0,29.1
Azad Sundaram,01608208596,azad.sundaram@gmail.com,1,1,1,0,1,1,0,27,114.50303274663484,1.0,8,1.18848671654958,1.0708770100677,0,0.11760970648187996,0.0,26.3
Abhimanyu Lall,+913967732704,abhimanyu.lall@hotmail.com,1,1,0,0,1,1,1,28,122.94100773483233,1.0,1,0.6542216326389538,0.7478974372107179,0,-0.09367580457176405,0.0,27.9
Gaurika Amble,No Number Provided,gaurika.amble@yahoo.com,1,1,0,0,0,6,0,29,220.2588752710884,6.0,12,0.0,0.0,0,0.0,0.0,28.0
Daksh Edwin,03987911735,daksh.edwin@hotmail.com,1,1,0,0,1,6,0,30,143.4310241763394,6.0,4,2.1941894079230315,2.3071593875380154,0,-0.1129699796149839,0.0,29.7
Pooja Morar,+911976558478,pooja.morar@hotmail.com,1,1,0,0,1,6,0,33,173.46431196182837,3.0,5,3.994193536516807,4.014588916381742,0,-0.02039537986493478,3.0,32.6
Ekansh Saha,+910511204938,ekansh.saha@hotmail.com,0,1,0,0,1,1,0,24,97.77420753134516,1.0,0,1.3768392495113266,1.005033269865622,1,0.3718059796457047,0.0,24.0
Yagnesh Babu,No Number Provided,yagnesh.babu@hotmail.com,1,1,1,1,0,12,0,28,64.69514357472053,12.0,8,0.0,0.0732759271825014,0,-0.0732759271825014,0.0,27.3
Avi Hans,5774895361,avi.hans@yahoo.com,0,1,0,0,1,6,0,30,183.96425839724049,6.0,10,3.2560090467365854,3.3414204263836966,0,-0.08541137964711121,0.0,29.2
Girish Ratta,No Number Provided,girish.ratta@gmail.com,1,1,1,0,0,6,1,22,273.4794738378807,5.0,2,1.0526731310385735,1.0255945588019135,0,0.027078572236659992,1.0,21.8
Thomas Sarma,04225589067,thomas.sarma@hotmail.com,0,1,1,1,1,1,1,36,78.46223414529717,1.0,1,1.5671240332054368,1.6747948690570853,0,-0.1076708358516485,0.0,35.9
Upkaar Devi,08254913102,upkaar.devi@gmail.com,0,1,1,1,1,6,0,31,67.46550769134008,6.0,4,3.4570468865771136,3.362500675166262,0,0.09454621141085173,0.0,30.7
Vyanjana Modi,+917801891804,vyanjana.modi@yahoo.com,1,1,1,1,1,1,1,28,201.5399921779541,1.0,5,2.8201630899898995,2.921701289401171,0,-0.10153819941127162,0.0,27.6
Zehaan Dewan,03541275371,zehaan.dewan@hotmail.com,0,1,1,0,1,12,0,37,157.5010371363151,12.0,3,3.682756772818398,3.6184065840632336,0,0.06435018875516452,0.0,36.8
Sudiksha D’Alia,+912322662495,sudiksha.d’alia@gmail.com,1,0,1,0,1,1,0,24,127.14208323258816,1.0,0,2.289697311425879,1.7019655630417705,1,0.5877317483841087,0.0,24.0
Lekha Chand,04665257922,lekha.chand@yahoo.com,0,0,1,0,1,6,0,35,127.13042500409536,3.0,1,0.7477535901455203,0.8617427211748028,0,-0.11398913102928243,3.0,34.9
Kashvi Bhagat,01581335024,kashvi.bhagat@gmail.com,0,0,0,0,1,6,1,25,78.79688871303782,6.0,0,1.6631052697895206,1.6275754124466584,1,0.03552985734286218,0.0,25.0
Lakshmi Palan,8003449122,lakshmi.palan@hotmail.com,1,1,0,0,1,1,1,27,7.817684752563963,1.0,1,1.712815009406133,1.309882089329521,1,0.40293292007661186,0.0,26.9
Qarin Ravel,03411917092,qarin.ravel@hotmail.com,0,1,0,0,1,12,1,36,179.94002230661968,12.0,7,1.9967168944091027,2.0116023003922963,0,-0.014885405983193545,0.0,35.4
Barkha Virk,09367214408,barkha.virk@hotmail.com,1,1,1,0,1,6,0,31,278.86798437981287,6.0,8,0.2991567064165284,0.1978885769069305,0,0.1012681295095979,0.0,30.3
Imaran Rastogi,09869285820,imaran.rastogi@gmail.com,0,1,0,1,1,1,0,26,229.1575577760353,1.0,1,2.0286970930472386,2.607832751381053,1,-0.5791356583338145,0.0,25.9
Upasna Raju,2156351530,upasna.raju@gmail.com,0,1,0,0,1,6,1,28,365.3788690145428,3.0,2,2.1083353142174297,2.1447338799657456,0,-0.0363985657483159,3.0,27.8
Chavvi Sarin,No Number Provided,chavvi.sarin@gmail.com,0,1,0,0,0,1,0,26,118.17365932642504,1.0,3,3.900935818538316,4.036181968272859,0,-0.1352461497345434,0.0,25.8
Mahika Gour,+914253907527,mahika.gour@gmail.com,1,1,0,1,1,12,0,30,262.7596082487759,12.0,1,3.5553068536629486,3.6528841412075015,0,-0.09757728754455286,0.0,29.9
Amrita Bakshi,No Number Provided,amrita.bakshi@hotmail.com,0,1,0,0,0,1,0,30,384.371001367242,1.0,7,0.0027603929467316,0.0,0,0.0027603929467316,0.0,29.4
Oscar Nori,+916588626532,oscar.nori@hotmail.com,0,0,0,1,1,1,0,27,210.8810224329303,1.0,2,1.3501536578424025,0.5587448255093692,1,0.7914088323330333,0.0,26.8
Vincent Padmanabhan,2596178836,vincent.padmanabhan@yahoo.com,1,0,0,0,1,1,0,27,106.52534995462612,1.0,1,0.8402044635413364,0.6164043989322735,1,0.22380006460906288,0.0,26.9
Vamakshi Peri,01761483351,vamakshi.peri@gmail.com,1,0,0,0,1,1,0,34,226.3665918671137,1.0,6,3.215906714889296,3.2488859487010093,0,-0.03297923381171319,0.0,33.5
Gaurangi Mittal,7357931910,gaurangi.mittal@yahoo.com,1,0,0,0,1,12,1,28,108.65728786454488,12.0,6,1.0323280706196725,1.0082858490735669,0,0.02404222154610558,0.0,27.5
Liam Lall,07811322203,liam.lall@yahoo.com,0,1,1,0,1,12,0,34,89.77571227781124,11.0,3,1.1407393706126014,1.0711848399727144,0,0.06955453063988704,1.0,33.8
Kabir Samra,8063362532,kabir.samra@gmail.com,1,1,1,1,1,6,1,32,67.50715044199237,6.0,2,1.0535875415255729,0.9357475928374004,0,0.11783994868817249,0.0,31.8
Hardik Sengupta,07002719317,hardik.sengupta@gmail.com,1,1,1,1,1,6,1,33,273.9237308099248,3.0,12,1.3741732936172522,1.3650743004080923,0,0.009098993209159856,3.0,32.0
Imaran Banerjee,No Number Provided,imaran.banerjee@hotmail.com,1,1,1,1,0,1,1,28,169.40082006091228,1.0,0,1.5999045840342836,1.373671403282156,1,0.22623318075212762,0.0,28.0
Leela Kashyap,+914422052154,leela.kashyap@gmail.com,1,1,0,0,1,1,0,31,62.0831491313615,1.0,7,2.275700396683612,2.4987066783157803,0,-0.2230062816321685,0.0,30.4
Chakrika Swaminathan,+914194282113,chakrika.swaminathan@hotmail.com,1,1,0,0,1,1,1,31,281.63434495095805,1.0,0,2.2842606265754624,2.1845274785319906,1,0.09973314804347178,0.0,31.0
Owen Ramaswamy,03956198311,owen.ramaswamy@hotmail.com,0,1,0,0,1,12,0,28,252.9880351882352,12.0,13,1.7882478537531277,1.7205740121505038,0,0.06767384160262391,0.0,26.9
Advik Parmer,2318316444,advik.parmer@hotmail.com,1,1,1,1,1,12,1,30,53.25877946726062,12.0,6,1.4323025445103017,1.4878837258060484,0,-0.05558118129574674,0.0,29.5
Amruta Jha,No Number Provided,amruta.jha@gmail.com,1,1,0,0,0,6,0,27,107.28662568868673,6.0,8,3.495074929060352,3.5170201791705686,0,-0.02194525011021664,0.0,26.3
Sanaya Sabharwal,0320946836,sanaya.sabharwal@gmail.com,1,1,1,1,1,12,0,32,107.25808055608056,12.0,1,2.2226200918726207,2.2604981337715047,0,-0.037878041898883996,0.0,31.9
Eiravati Bali,08852429303,eiravati.bali@hotmail.com,1,1,1,0,1,12,1,35,71.6408493385112,11.0,0,1.5510656628120147,1.4669896281486037,0,0.08407603466341107,1.0,35.0
Warjas Varty,5587883659,warjas.varty@hotmail.com,1,1,0,0,1,1,0,27,89.08346726857978,1.0,1,1.0395387193927803,0.1055940201551037,1,0.9339446992376766,0.0,26.9
Hardik Mane,No Number Provided,hardik.mane@yahoo.com,0,1,0,0,0,6,0,30,196.21499654767703,6.0,4,1.969049063588736,2.0233799068234206,0,-0.05433084323468451,0.0,29.7
Hemang Chakrabarti,0638968251,hemang.chakrabarti@hotmail.com,0,1,0,0,1,1,1,26,188.0601944443125,1.0,2,1.1009233197804975,0.7897721431311342,1,0.3111511766493633,0.0,25.8
Anirudh Sinha,+919421314210,anirudh.sinha@gmail.com,1,1,1,1,1,12,0,31,79.94152653190295,10.0,4,1.7488926557961644,1.8280643775967964,0,-0.07917172180063203,2.0,30.7
Ekta Sethi,06735617511,ekta.sethi@hotmail.com,0,1,1,0,1,12,1,31,61.27146082759412,12.0,5,1.235990563698333,1.2626630633055909,0,-0.026672499607257816,0.0,30.6
Jatin Virk,No Number Provided,jatin.virk@yahoo.com,0,0,0,0,0,1,0,33,141.41187728644113,1.0,5,1.6940658154673374,1.6404944200913902,0,0.05357139537594713,0.0,32.6
Zayyan Ratta,05900699619,zayyan.ratta@gmail.com,1,1,0,0,1,6,1,32,55.80011747764373,6.0,2,0.7132177041507717,0.8661419913020734,0,-0.15292428715130169,0.0,31.8
Vanya Date,06869904704,vanya.date@gmail.com,0,1,1,0,1,6,0,28,66.45914022410912,6.0,4,2.9719019973295806,2.924220125389488,0,0.047681871940092435,0.0,27.7
Raghav Kapur,01408548716,raghav.kapur@gmail.com,0,1,1,0,1,12,1,34,253.59176843760457,12.0,20,2.7778468483662904,2.8797881866244373,0,-0.10194133825814689,0.0,32.3
Aradhana Handa,No Number Provided,aradhana.handa@yahoo.com,1,0,0,0,0,1,0,26,150.43228473452672,1.0,2,2.6982175111333246,1.849892690370612,1,0.8483248207627125,0.0,25.8
Om Sarin,02716629304,om.sarin@yahoo.com,0,1,1,1,1,1,1,29,14.961867364790123,1.0,0,1.1060383718048277,0.6386804940346911,1,0.4673578777701366,0.0,29.0
Varenya Prasad,+917607511751,varenya.prasad@yahoo.com,0,1,0,0,1,1,0,27,19.09303526925716,1.0,2,1.0738754982240892,1.3008983327812869,1,-0.22702283455719763,0.0,26.8
Hiral Mand,No Number Provided,hiral.mand@gmail.com,0,1,0,0,0,1,1,28,253.95431609740317,1.0,2,1.1807487194918975,0.5738182854553214,1,0.6069304340365761,0.0,27.8
Zaitra Bhandari,02174823934,zaitra.bhandari@hotmail.com,0,1,0,0,1,1,0,38,53.54015301853578,1.0,5,2.8217208514793586,2.7862751358545923,0,0.03544571562476628,0.0,37.6
Faraj Som,09026191710,faraj.som@hotmail.com,1,1,0,0,1,12,0,31,196.62658856343973,12.0,2,2.2074322250187497,2.26593957960146,0,-0.05850735458271039,0.0,30.8
Sneha Pillay,+914131362649,sneha.pillay@gmail.com,0,0,0,0,1,1,0,23,103.93075384201325,1.0,1,1.189314707821702,0.887563135008222,1,0.30175157281347986,0.0,22.9
Nidra Ahluwalia,+910925768055,nidra.ahluwalia@yahoo.com,1,1,1,1,1,1,0,25,190.70368596177624,1.0,9,1.0109361574240947,1.0264929342872062,0,-0.015556776863111521,0.0,24.2
Garima Pillay,5550016448,garima.pillay@gmail.com,1,1,1,1,1,12,0,37,337.05510144541785,12.0,6,1.5951390153339573,1.707451594855549,0,-0.1123125795215918,0.0,36.5
Krishna Tella,0743544795,krishna.tella@gmail.com,0,1,1,1,1,6,1,26,23.267527321526604,6.0,4,2.1628889567329144,2.1633004097179924,0,-0.0004114529850780535,0.0,25.7
Janya Tak,2786459581,janya.tak@gmail.com,1,1,1,1,1,12,0,32,334.03997528286106,12.0,8,0.1439864977897345,0.2143245895925943,0,-0.0703380918028598,0.0,31.3
Hritik Nori,0700748912,hritik.nori@gmail.com,0,1,0,0,1,1,0,29,131.40102993017825,1.0,16,0.2742070317513783,0.2712492233160651,0,0.0029578084353131806,0.0,27.7
Meera Dara,+918551014510,meera.dara@hotmail.com,1,1,1,1,1,12,0,26,310.3287664322788,12.0,11,2.04788358603131,1.9578539420713323,0,0.09002964395997748,0.0,25.1
Dipta Ghose,06006182811,dipta.ghose@yahoo.com,0,1,1,1,1,12,1,25,4.292018289878996,12.0,4,1.949101965587732,1.843512054538932,0,0.10558991104879989,0.0,24.7
Yahvi Bhavsar,+919457957920,yahvi.bhavsar@gmail.com,1,1,0,0,1,6,0,30,99.29013227498464,6.0,14,1.6999066430100769,1.5849080889305978,0,0.11499855407947912,0.0,28.8
Suhani Sant,No Number Provided,suhani.sant@hotmail.com,1,1,0,0,0,1,0,28,138.60822131064018,1.0,0,0.0,0.0,1,0.0,0.0,28.0
Viraj Mistry,+918997205981,viraj.mistry@yahoo.com,0,1,1,1,1,12,1,24,34.17859465174513,12.0,1,2.0846854140377373,2.2648159212134247,0,-0.18013050717568735,0.0,23.9
Varenya Sarraf,5938644951,varenya.sarraf@hotmail.com,1,1,0,1,1,1,0,30,171.53894824936478,1.0,1,1.8970492615713432,1.7111613327981918,1,0.1858879287731514,0.0,29.9
Rayaan Dash,7090570434,rayaan.dash@yahoo.com,1,0,1,0,1,6,0,35,159.49152619401286,6.0,2,3.316785876930532,3.2669595725532923,0,0.04982630437723978,0.0,34.8
